iter	Passed	Remaining
759	2166	684
760	2168	681
761	2171	678
762	2174	675
763	2177	672
764	2179	669
765	2181	666
766	2184	663
767	2187	660
768	2189	657
769	2192	654
770	2195	651
771	2197	649
772	2200	646
773	2203	643
774	2206	640
775	2209	637
776	2212	634
777	2215	632
778	2217	629
779	2221	626
780	2223	623
781	2226	620
782	2229	617
783	2231	614
784	2234	611
785	2236	609
786	2240	606
787	2242	603
788	2246	600
789	2250	598
790	2253	595
791	2256	592
792	2260	590
793	2264	587
794	2266	584
795	2269	581
796	2272	578
797	2275	575
798	2277	573
799	2281	570
800	2283	567
801	2287	564
802	2290	561
803	2293	559
804	2296	556
805	2298	553
806	2301	550
807	2305	547
808	2308	545
809	2312	542
810	2315	539
811	2320	537
812	2323	534
813	2325	531
814	2329	528
815	2332	525
816	2336	523
817	2339	520
818	2343	517
819	2346	515
820	2349	512
821	2352	509
822	2355	506
823	2357	503
824	2360	500
825	2363	497
826	2366	495
827	2370	492
828	2376	490
829	2379	487
830	2382	484
831	2386	481
832	2388	478
833	2391	476
834	2395	473
835	2399	470
836	2401	467
837	2405	465
838	2407	462
839	2410	459
840	2413	456
841	2415	453
842	2418	450
843	2421	447
844	2424	444
845	2428	442
846	2431	439
847	2433	436
848	2435	433
849	2438	430
850	2440	427
851	2444	424
852	2447	421
853	2450	419
854	2454	416
855	2456	413
856	2459	410
857	2462	407
858	2465	404
859	2468	401
860	2471	398
861	2473	396
862	2476	393
863	2479	390
864	2481	387
865	2484	384
866	2486	381
867	2489	378
868	2492	375
869	2495	372
870	2498	370
871	2501	367
872	2504	364
873	2507	361
874	2509	358
875	2512	355
876	2515	352
877	2517	349
878	2520	346
879	2523	344
880	2526	341
881	2529	338
882	2531	335
883	2534	332
884	2536	329
885	2539	326
886	2542	323
887	2544	320
888	2547	318
889	2550	315
890	2552	312
891	2554	309
892	2557	306
893	2560	303
894	2562	300
895	2565	297
896	2568	294
897	2571	292
898	2573	289
899	2576	286
900	2579	283
901	2582	280
902	2584	277
903	2587	274
904	2590	271
905	2592	268
906	2595	266
907	2598	263
908	2601	260
909	2603	257
910	2606	254
911	2608	251
912	2611	248
913	2613	245
914	2616	243
915	2618	240
916	2621	237
917	2624	234
918	2627	231
919	2630	228
920	2632	225
921	2635	222
922	2638	220
923	2641	217
924	2644	214
925	2646	211
926	2649	208
927	2652	205
928	2654	202
929	2657	200
930	2659	197
931	2662	194
932	2665	191
933	2668	188
934	2671	185
935	2674	182
936	2676	179
937	2678	177
938	2681	174
939	2683	171
940	2686	168
941	2689	165
942	2691	162
943	2694	159
944	2697	156
945	2700	154
946	2702	151
947	2705	148
948	2707	145
949	2710	142
950	2713	139
951	2716	136
952	2718	134
953	2721	131
954	2724	128
955	2727	125
956	2730	122
957	2733	119
958	2735	116
959	2738	114
960	2741	111
961	2744	108
962	2746	105
963	2749	102
964	2752	99
965	2754	96
966	2757	94
967	2760	91
968	2763	88
969	2766	85
970	2768	82
971	2771	79
972	2774	76
973	2777	74
974	2780	71
975	2783	68
976	2785	65
977	2788	62
978	2790	59
979	2793	57
980	2796	54
981	2799	51
982	2801	48
983	2803	45
984	2806	42
985	2808	39
986	2811	37
987	2814	34
988	2817	31
989	2819	28
990	2822	25
991	2825	22
992	2828	19
993	2831	17
994	2834	14
995	2836	11
996	2839	8
997	2842	5
998	2844	2
999	2847	0
