iter	RMSE
529	27.54942984
530	27.54715248
531	27.54575909
532	27.54078132
533	27.53550986
534	27.5286332
535	27.52430272
536	27.52107958
537	27.51370931
538	27.50814134
539	27.50317319
540	27.49523495
541	27.48973398
542	27.48466575
543	27.48046949
544	27.47675366
545	27.47315037
546	27.46649369
547	27.46095493
548	27.45443225
549	27.44910826
550	27.44514449
551	27.43940333
552	27.43104205
553	27.42673925
554	27.42004796
555	27.41719057
556	27.41286433
557	27.40792566
558	27.40210958
559	27.39645498
560	27.39147419
561	27.38831339
562	27.38516747
563	27.38003938
564	27.37644758
565	27.37200722
566	27.36891415
567	27.36267397
568	27.35518282
569	27.35042962
570	27.34272243
571	27.33484026
572	27.32591393
573	27.31818823
574	27.31098014
575	27.30519664
576	27.30095238
577	27.29665544
578	27.28951138
579	27.28499871
580	27.27845365
581	27.27463952
582	27.26883064
583	27.26252651
584	27.25867396
585	27.25517042
586	27.25065567
587	27.24729248
588	27.24184601
589	27.23657605
590	27.23040466
591	27.22380109
592	27.21993605
593	27.213836
594	27.20914194
595	27.20424251
596	27.19967994
597	27.19622778
598	27.18913053
599	27.18572238
600	27.18256781
601	27.17468051
602	27.17034198
603	27.16222093
604	27.15709957
605	27.15290577
606	27.14790068
607	27.14161637
608	27.13709946
609	27.13135311
610	27.12670929
611	27.12172405
612	27.11414711
613	27.10873548
614	27.10334433
615	27.09654723
616	27.09064816
617	27.0877259
618	27.08310248
619	27.08025071
620	27.07404311
621	27.06841162
622	27.06315044
623	27.05973623
624	27.05313084
625	27.04912396
626	27.04689713
627	27.04045677
628	27.03713162
629	27.03218638
630	27.02881577
631	27.02383253
632	27.02177935
633	27.01654782
634	27.01154974
635	27.00798248
636	27.00444158
637	26.99955921
638	26.99730854
639	26.99049179
640	26.98735053
641	26.98430694
642	26.98044144
643	26.97606089
644	26.97114879
645	26.96610226
646	26.96087738
647	26.9575329
648	26.95303585
649	26.95031436
650	26.94506875
651	26.94023557
652	26.93443122
653	26.9329354
654	26.92730128
655	26.92301179
656	26.91761931
657	26.91303733
658	26.90921964
659	26.90354831
660	26.89960744
661	26.89374416
662	26.88922432
663	26.88340779
664	26.87881251
665	26.87279681
666	26.86815169
667	26.86454295
668	26.85997656
669	26.85575592
670	26.84869019
671	26.84350946
672	26.83786018
673	26.83253261
674	26.82940882
675	26.82728619
676	26.82374547
677	26.8182227
678	26.81447532
679	26.80962818
680	26.80491822
681	26.79862656
682	26.79458749
683	26.79188163
684	26.78663641
685	26.78145981
686	26.77737557
687	26.77088154
688	26.76602785
689	26.76216366
690	26.75782332
691	26.75661751
692	26.7519101
693	26.75072144
694	26.74608799
695	26.74010813
696	26.73579459
697	26.72970134
698	26.72748003
699	26.72532094
700	26.7195868
701	26.71419828
702	26.7086651
703	26.70170248
704	26.69720233
705	26.69372393
706	26.68953548
707	26.68678882
708	26.68213661
709	26.67979531
710	26.67604551
711	26.67278111
712	26.66925739
713	26.66498442
714	26.66014758
715	26.65666316
716	26.65328614
717	26.65036816
718	26.64315839
719	26.63860802
720	26.63319954
721	26.62968056
722	26.62595489
723	26.62131573
724	26.61779037
725	26.61189394
726	26.60926748
727	26.60657931
728	26.60171576
729	26.59941298
730	26.59492768
731	26.59089084
732	26.58731004
733	26.58345159
734	26.58124457
735	26.57865737
736	26.57607833
737	26.57277123
738	26.56866011
739	26.56452638
740	26.56063279
741	26.55701617
742	26.55193893
743	26.54693943
744	26.54263682
745	26.5389236
746	26.53478487
747	26.52970161
748	26.524959
749	26.52007222
750	26.51648233
751	26.51108556
752	26.50738204
753	26.50435271
754	26.50139325
755	26.4977
756	26.4943761
757	26.49034776
758	26.48432626
759	26.47961742
760	26.47666183
761	26.47371482
762	26.4688211
763	26.46366
764	26.4592151
765	26.45676502
766	26.45116637
767	26.44674173
768	26.44342014
769	26.4372811
770	26.43367657
771	26.43125261
772	26.42644779
773	26.4233549
774	26.42011276
775	26.4167445
776	26.4124936
777	26.40818445
778	26.4054734
779	26.40061903
780	26.39668692
781	26.39360127
782	26.38924638
783	26.38551501
784	26.38103456
785	26.37603775
786	26.37092711
787	26.3670078
788	26.36474222
789	26.35962109
790	26.35764763
791	26.35239576
792	26.34621141
793	26.34354481
794	26.3372127
795	26.33193969
796	26.32629116
797	26.32232712
798	26.31874795
799	26.31483804
800	26.31282769
801	26.31080388
802	26.30730421
803	26.3046297
804	26.29865566
805	26.29725151
806	26.29442417
807	26.29127668
808	26.28815066
809	26.28593365
810	26.28066087
811	26.27610329
812	26.27196631
813	26.26636675
814	26.26131582
815	26.25701421
816	26.25367144
817	26.24978129
818	26.24669349
819	26.24271707
820	26.23892599
821	26.23622551
822	26.22991342
823	26.22654747
824	26.22267804
825	26.2203985
826	26.21666245
827	26.21349887
828	26.2103486
829	26.2042031
830	26.20054709
831	26.19697426
832	26.19307088
833	26.18634753
834	26.18218278
835	26.17952361
836	26.1753888
837	26.17178677
838	26.1662908
839	26.16103217
840	26.15601329
841	26.15243873
842	26.14855223
843	26.1439921
844	26.14003073
845	26.13688774
846	26.13371002
847	26.13127656
848	26.12917982
849	26.12480316
850	26.12193364
851	26.11700666
852	26.1117467
853	26.10707384
854	26.10260857
855	26.09746055
856	26.09392164
857	26.09068557
858	26.08668824
859	26.08019068
860	26.07441901
861	26.07045527
862	26.0651554
863	26.06053064
864	26.05660902
865	26.05363913
866	26.04938818
867	26.04637219
868	26.04225286
869	26.03859914
870	26.03469344
871	26.03261316
872	26.02804375
873	26.02538556
874	26.01986123
875	26.01625068
876	26.01153825
877	26.01014416
878	26.00853773
879	26.00417126
880	25.9999832
881	25.99607898
882	25.99273078
883	25.98930438
884	25.98696077
885	25.98265979
886	25.97947204
887	25.97510751
888	25.97159623
889	25.96769024
890	25.96244921
891	25.95620344
892	25.9532093
893	25.94838079
894	25.94456799
895	25.94122996
896	25.93743813
897	25.93419714
898	25.93040973
899	25.92774964
900	25.92400745
901	25.91974101
902	25.91548919
903	25.9115067
904	25.90850954
905	25.90409285
906	25.9008421
907	25.89527958
908	25.89193509
909	25.88777411
910	25.88349706
911	25.8802602
912	25.8779389
913	25.87264368
914	25.86972685
915	25.86631983
916	25.86330617
917	25.85899646
918	25.85282828
919	25.84878324
920	25.84399844
921	25.83848448
922	25.83459322
923	25.83301287
924	25.82813598
925	25.82388395
926	25.82040922
927	25.81638287
928	25.81420149
929	25.80879406
930	25.80631902
931	25.80302911
932	25.79639973
933	25.79162226
934	25.78670536
935	25.78513969
936	25.77884051
937	25.77549256
938	25.7726587
939	25.76864505
940	25.76494445
941	25.76242384
942	25.76005183
943	25.7563817
944	25.75273365
945	25.74730911
946	25.74166561
947	25.73918679
948	25.73750056
949	25.7347544
950	25.73149216
951	25.72929852
952	25.72584315
953	25.72092322
954	25.71752121
955	25.71360258
956	25.71218277
957	25.7109728
958	25.70788697
959	25.70323848
960	25.70017346
961	25.69577575
962	25.69243091
963	25.68774464
964	25.68345968
965	25.68116442
966	25.67755984
967	25.67259994
968	25.67025627
969	25.66742203
970	25.66402129
971	25.65942061
972	25.65588977
973	25.65298054
974	25.65132216
975	25.64718376
976	25.64569732
977	25.64376945
978	25.64058588
979	25.63763364
980	25.63498607
981	25.63115243
982	25.62679195
983	25.62518534
984	25.62039238
985	25.61630949
986	25.61542765
987	25.61053155
988	25.60853311
989	25.60754487
990	25.60520014
991	25.60189099
992	25.59801443
993	25.59173951
994	25.58860468
995	25.58508035
996	25.58042995
997	25.57697346
998	25.57591173
999	25.57029654
